sleep_day,awake_duration_mins,asleep_unspecified_duration_mins,asleep_core_duration_mins,asleep_rem_duration_mins,asleep_deep_duration_mins,total_sleep_duration_mins,total_time_in_bed_mins,sleep_period_start,sleep_period_end
2022-09-14,2.5,0.0,215.0,109.0,56.5,380.5,383.0,2022-09-14T23:37:37.000000+0000,2022-09-15T05:32:07.000000+0000
2022-09-15,2.5,0.0,269.5,111.0,81.0,461.5,464.0,2022-09-15T22:17:02.000000+0000,2022-09-16T05:58:02.000000+0000
2022-09-16,18.5,0.0,232.5,105.5,94.0,432.0,450.5,2022-09-16T22:30:17.000000+0000,2022-09-17T05:59:17.000000+0000
2022-09-17,15.0,0.0,265.5,127.5,51.5,444.5,459.5,2022-09-17T22:52:32.000000+0000,2022-09-18T06:30:32.000000+0000
2022-09-18,7.0,0.0,229.5,79.0,62.0,370.5,377.5,2022-09-18T23:13:29.000000+0000,2022-09-19T05:17:59.000000+0000
2022-09-19,3.0,0.0,227.5,111.5,60.5,399.5,402.5,2022-09-19T23:19:08.000000+0000,2022-09-20T05:40:38.000000+0000
2022-09-20,3.0,0.0,252.5,79.5,87.0,419.0,422.0,2022-09-20T23:00:14.000000+0000,2022-09-21T05:30:44.000000+0000
2022-09-21,6.0,0.0,278.5,143.0,75.0,496.5,502.5,2022-09-21T21:37:02.000000+0000,2022-09-22T05:57:32.000000+0000
2022-09-22,4.0,0.0,300.5,97.5,57.5,455.5,459.5,2022-09-22T22:33:32.000000+0000,2022-09-23T06:12:02.000000+0000
2022-09-23,1.0,0.0,230.0,115.5,70.5,416.0,417.0,2022-09-23T23:13:22.000000+0000,2022-09-24T05:49:22.000000+0000
2022-09-24,8.0,0.0,295.0,112.0,75.0,482.0,490.0,2022-09-24T23:46:24.000000+0000,2022-09-25T07:11:24.000000+0000
2022-09-25,7.0,0.0,248.0,101.5,43.5,393.0,400.0,2022-09-25T23:23:02.000000+0000,2022-09-26T05:56:32.000000+0000
2022-09-27,26.5,0.0,294.0,83.5,45.0,422.5,449.0,2022-09-27T22:35:41.000000+0000,2022-09-28T06:02:41.000000+0000
2022-09-28,8.0,0.0,184.5,74.0,80.5,339.0,347.0,2022-09-29T00:23:32.000000+0000,2022-09-29T06:02:02.000000+0000
2022-09-29,8.5,0.0,251.0,107.0,41.5,399.5,408.0,2022-09-29T23:19:41.000000+0000,2022-09-30T05:46:11.000000+0000
2022-09-30,1.0,0.0,282.0,135.0,74.5,491.5,492.5,2022-09-30T22:51:59.000000+0000,2022-10-01T06:55:29.000000+0000
2022-10-01,5.5,0.0,242.5,90.5,69.0,402.0,407.5,2022-10-02T00:13:03.000000+0000,2022-10-02T06:45:33.000000+0000
2022-10-02,9.5,0.0,222.5,75.0,79.0,376.5,386.0,2022-10-02T23:50:02.000000+0000,2022-10-03T06:15:02.000000+0000
2022-10-03,13.5,0.0,192.0,20.5,56.0,268.5,282.0,2022-10-03T23:39:11.000000+0000,2022-10-04T04:18:11.000000+0000
2022-10-04,1.0,0.0,193.0,77.0,55.5,325.5,326.5,2022-10-04T22:45:29.000000+0000,2022-10-05T04:09:29.000000+0000
2022-10-05,3.0,0.0,238.5,137.5,58.0,434.0,437.0,2022-10-05T23:14:10.000000+0000,2022-10-06T06:13:10.000000+0000
2022-10-06,39.0,0.0,255.0,90.5,66.5,412.0,451.0,2022-10-06T22:25:44.000000+0000,2022-10-07T05:54:44.000000+0000
2022-10-07,0.0,0.0,240.0,135.5,74.0,449.5,449.5,2022-10-07T23:50:47.000000+0000,2022-10-08T07:19:17.000000+0000
2022-10-08,8.0,0.0,250.5,84.0,47.0,381.5,389.5,2022-10-08T23:32:02.000000+0000,2022-10-09T05:54:02.000000+0000
2022-10-09,5.0,0.0,254.0,110.0,54.0,418.0,423.0,2022-10-09T22:59:26.000000+0000,2022-10-10T05:34:56.000000+0000
2022-10-10,10.5,0.0,313.0,88.0,50.0,451.0,461.5,2022-10-10T22:19:44.000000+0000,2022-10-11T05:47:44.000000+0000
2022-10-11,13.0,0.0,255.5,116.5,80.5,452.5,465.5,2022-10-11T22:12:31.000000+0000,2022-10-12T05:25:31.000000+0000
2022-10-12,9.0,0.0,238.0,91.5,38.0,367.5,376.5,2022-10-12T23:25:06.000000+0000,2022-10-13T05:32:06.000000+0000
2022-10-13,63.0,0.0,271.5,102.0,51.0,424.5,487.5,2022-10-13T22:03:30.000000+0000,2022-10-14T06:06:00.000000+0000
2022-10-14,9.0,0.0,289.0,146.0,50.0,485.0,494.0,2022-10-14T21:24:44.000000+0000,2022-10-15T05:31:14.000000+0000
2022-10-15,5.0,0.0,206.0,104.0,60.5,370.5,375.5,2022-10-16T00:43:31.000000+0000,2022-10-16T06:57:31.000000+0000
2022-10-16,2.5,0.0,281.5,108.0,69.0,458.5,461.0,2022-10-16T22:27:24.000000+0000,2022-10-17T05:46:24.000000+0000
2022-10-17,1.5,0.0,197.5,91.0,72.5,361.0,362.5,2022-10-17T23:04:02.000000+0000,2022-10-18T04:56:02.000000+0000
2022-10-18,0.0,0.0,201.5,100.0,89.0,390.5,390.5,2022-10-19T00:38:18.000000+0000,2022-10-19T06:21:18.000000+0000
2022-10-19,22.0,0.0,293.0,120.0,66.0,479.0,501.0,2022-10-19T22:03:37.000000+0000,2022-10-20T06:23:07.000000+0000
2022-10-20,2.5,0.0,292.5,99.0,66.0,457.5,460.0,2022-10-20T22:21:02.000000+0000,2022-10-21T05:45:32.000000+0000
2022-10-21,7.5,0.0,208.5,75.0,55.5,339.0,346.5,2022-10-22T00:21:42.000000+0000,2022-10-22T06:03:12.000000+0000
2022-10-22,14.0,0.0,280.0,90.5,69.5,440.0,454.0,2022-10-22T22:54:01.000000+0000,2022-10-23T06:26:31.000000+0000
2022-10-24,4.0,0.0,249.5,86.5,52.0,388.0,392.0,2022-10-24T22:29:32.000000+0000,2022-10-25T04:58:02.000000+0000
2022-10-25,11.0,0.0,212.5,130.5,76.5,419.5,430.5,2022-10-25T22:00:02.000000+0000,2022-10-26T05:04:32.000000+0000
2022-10-26,5.5,0.0,297.5,89.0,66.0,452.5,458.0,2022-10-26T22:06:25.000000+0000,2022-10-27T05:13:55.000000+0000
2022-10-27,6.0,0.0,255.5,97.5,83.0,436.0,442.0,2022-10-27T22:00:26.000000+0000,2022-10-28T05:17:56.000000+0000
2022-10-28,3.5,0.0,233.5,81.5,60.0,375.0,378.5,2022-10-28T23:34:31.000000+0000,2022-10-29T05:44:01.000000+0000
2022-10-29,6.5,0.0,273.0,110.0,71.0,454.0,460.5,2022-10-29T22:33:43.000000+0000,2022-10-30T06:13:13.000000+0000
2022-10-30,8.0,0.0,224.0,86.5,59.5,370.0,378.0,2022-10-30T23:43:54.000000+0000,2022-10-31T05:30:54.000000+0000
2022-11-01,1.0,0.0,214.0,94.5,66.0,374.5,375.5,2022-11-01T23:54:49.000000+0000,2022-11-02T06:08:49.000000+0000
2022-11-02,8.0,0.0,121.5,115.0,46.0,282.5,290.5,2022-11-03T01:44:51.000000+0000,2022-11-03T06:31:21.000000+0000
2022-11-03,18.5,0.0,386.5,128.5,58.0,573.0,591.5,2022-11-03T21:37:01.000000+0000,2022-11-04T06:59:31.000000+0000
2022-11-04,2.5,0.0,242.5,109.0,57.0,408.5,411.0,2022-11-05T00:08:49.000000+0000,2022-11-05T06:58:49.000000+0000
2022-11-05,20.5,0.0,290.5,91.5,43.0,425.0,445.5,2022-11-05T22:54:31.000000+0000,2022-11-06T06:02:31.000000+0000
2022-11-06,5.5,0.0,214.5,69.0,81.5,365.0,370.5,2022-11-06T22:56:19.000000+0000,2022-11-07T05:02:49.000000+0000
2022-11-07,3.5,0.0,237.5,135.5,55.5,428.5,432.0,2022-11-07T22:48:41.000000+0000,2022-11-08T05:49:41.000000+0000
2022-11-08,6.0,0.0,267.5,130.0,80.5,478.0,484.0,2022-11-08T23:14:32.000000+0000,2022-11-09T07:15:02.000000+0000
2022-11-09,25.0,0.0,271.5,136.5,76.5,484.5,509.5,2022-11-09T21:50:01.000000+0000,2022-11-10T06:14:01.000000+0000
2022-11-10,4.0,0.0,192.5,84.5,57.5,334.5,338.5,2022-11-11T00:45:28.000000+0000,2022-11-11T06:22:58.000000+0000
2022-11-11,1.0,0.0,218.0,86.0,69.0,373.0,374.0,2022-11-11T23:47:35.000000+0000,2022-11-12T05:55:35.000000+0000
2022-11-12,12.0,0.0,421.5,127.0,54.5,603.0,615.0,2022-11-12T21:37:02.000000+0000,2022-11-13T07:51:02.000000+0000
2022-11-13,4.5,0.0,239.5,78.5,68.5,386.5,391.0,2022-11-13T22:57:31.000000+0000,2022-11-14T05:03:31.000000+0000
2022-11-14,6.0,0.0,233.5,114.0,63.5,411.0,417.0,2022-11-14T23:04:01.000000+0000,2022-11-15T06:00:01.000000+0000
2022-11-15,4.5,0.0,283.0,112.0,50.0,445.0,449.5,2022-11-15T22:29:37.000000+0000,2022-11-16T05:41:37.000000+0000
2022-11-16,14.0,0.0,243.0,86.5,57.0,386.5,400.5,2022-11-16T23:20:31.000000+0000,2022-11-17T05:56:31.000000+0000
2022-11-17,5.0,0.0,208.0,60.0,68.0,336.0,341.0,2022-11-18T00:20:01.000000+0000,2022-11-18T05:58:31.000000+0000
2022-11-18,5.0,0.0,295.0,131.0,56.0,482.0,487.0,2022-11-18T23:56:01.000000+0000,2022-11-19T07:15:31.000000+0000
2022-11-19,2.0,0.0,301.5,115.0,62.5,479.0,481.0,2022-11-19T23:50:43.000000+0000,2022-11-20T07:41:43.000000+0000
2022-11-20,6.0,0.0,172.5,62.5,73.5,308.5,314.5,2022-11-21T00:26:59.000000+0000,2022-11-21T05:32:29.000000+0000
2022-11-22,4.5,0.0,206.5,116.5,84.0,407.0,411.5,2022-11-22T23:34:01.000000+0000,2022-11-23T06:12:01.000000+0000
2022-11-23,8.0,0.0,234.5,93.0,61.5,389.0,397.0,2022-11-23T23:35:59.000000+0000,2022-11-24T06:03:59.000000+0000
2022-11-24,10.5,0.0,234.5,108.5,77.5,420.5,431.0,2022-11-24T23:25:26.000000+0000,2022-11-25T06:31:56.000000+0000
2022-11-25,9.5,0.0,122.5,54.0,62.5,239.0,248.5,2022-11-26T01:56:37.000000+0000,2022-11-26T06:04:07.000000+0000
2022-11-26,5.5,0.0,338.0,108.5,56.5,503.0,508.5,2022-11-26T23:48:28.000000+0000,2022-11-27T08:12:28.000000+0000
2022-11-27,18.0,0.0,197.0,57.0,67.0,321.0,339.0,2022-11-27T23:51:25.000000+0000,2022-11-28T05:27:25.000000+0000
2022-11-28,4.5,0.0,206.0,113.5,76.0,395.5,400.0,2022-11-28T23:29:59.000000+0000,2022-11-29T06:08:59.000000+0000
2022-11-29,0.0,0.0,219.0,114.0,75.5,408.5,408.5,2022-11-29T23:13:10.000000+0000,2022-11-30T05:36:40.000000+0000
2022-11-30,10.5,0.0,247.0,115.5,73.5,436.0,446.5,2022-11-30T22:38:32.000000+0000,2022-12-01T06:04:02.000000+0000
2022-12-01,25.5,0.0,201.0,83.0,106.0,390.0,415.5,2022-12-01T23:09:18.000000+0000,2022-12-02T05:59:18.000000+0000
2022-12-02,4.5,0.0,224.0,103.5,57.5,385.0,389.5,2022-12-02T23:37:14.000000+0000,2022-12-03T06:05:14.000000+0000
2022-12-03,2.5,0.0,286.5,104.0,69.0,459.5,462.0,2022-12-04T00:46:34.000000+0000,2022-12-04T08:25:34.000000+0000
2022-12-04,30.5,0.0,176.5,49.5,71.5,297.5,328.0,2022-12-05T00:11:01.000000+0000,2022-12-05T05:38:01.000000+0000
2022-12-05,2.0,0.0,213.0,86.5,52.5,352.0,354.0,2022-12-06T00:12:27.000000+0000,2022-12-06T06:02:57.000000+0000
2022-12-06,20.0,0.0,300.5,112.5,56.5,469.5,489.5,2022-12-06T22:15:37.000000+0000,2022-12-07T06:17:37.000000+0000
2022-12-07,21.5,0.0,146.5,67.0,73.0,286.5,308.0,2022-12-08T01:12:58.000000+0000,2022-12-08T06:19:58.000000+0000
2022-12-08,13.5,0.0,188.5,112.0,97.0,397.5,411.0,2022-12-09T00:19:31.000000+0000,2022-12-09T07:04:01.000000+0000
2022-12-09,8.0,0.0,227.0,107.0,56.0,390.0,398.0,2022-12-10T00:27:24.000000+0000,2022-12-10T07:00:54.000000+0000
2022-12-10,3.5,0.0,280.5,64.0,73.5,418.0,421.5,2022-12-11T02:23:18.000000+0000,2022-12-11T09:15:48.000000+0000
2022-12-11,25.0,0.0,208.0,67.0,58.5,333.5,358.5,2022-12-11T23:37:52.000000+0000,2022-12-12T05:32:22.000000+0000
2022-12-12,1.0,0.0,196.0,106.5,80.5,383.0,384.0,2022-12-12T23:51:55.000000+0000,2022-12-13T06:13:55.000000+0000
2022-12-13,0.0,0.0,213.5,127.0,35.5,376.0,376.0,2022-12-13T23:46:39.000000+0000,2022-12-14T05:16:39.000000+0000
2022-12-14,2.0,0.0,243.5,82.0,84.5,410.0,412.0,2022-12-14T23:09:14.000000+0000,2022-12-15T06:00:14.000000+0000
2022-12-15,7.0,0.0,145.0,67.0,63.0,275.0,282.0,2022-12-16T02:05:51.000000+0000,2022-12-16T06:44:21.000000+0000
2022-12-16,8.5,0.0,259.0,109.5,77.5,446.0,454.5,2022-12-16T22:45:02.000000+0000,2022-12-17T06:12:32.000000+0000
2022-12-17,8.5,0.0,229.0,72.0,71.0,372.0,380.5,2022-12-18T00:02:01.000000+0000,2022-12-18T06:11:31.000000+0000
2022-12-18,2.0,0.0,198.0,91.5,46.5,336.0,338.0,2022-12-19T00:07:19.000000+0000,2022-12-19T05:41:19.000000+0000
2022-12-19,2.5,0.0,211.0,101.0,73.5,385.5,388.0,2022-12-20T00:42:21.000000+0000,2022-12-20T06:22:21.000000+0000
2022-12-20,6.5,0.0,290.0,126.5,62.0,478.5,485.0,2022-12-21T01:11:09.000000+0000,2022-12-21T08:27:09.000000+0000
2022-12-21,2.0,0.0,174.5,60.0,49.5,284.0,286.0,2022-12-22T01:42:35.000000+0000,2022-12-22T06:26:35.000000+0000
2022-12-22,8.0,0.0,278.0,122.0,52.5,452.5,460.5,2022-12-23T01:52:16.000000+0000,2022-12-23T09:17:46.000000+0000
2022-12-23,19.5,0.0,186.5,96.5,77.0,360.0,379.5,2022-12-24T01:41:23.000000+0000,2022-12-24T07:59:53.000000+0000
2022-12-24,22.5,0.0,293.5,90.5,49.0,433.0,455.5,2022-12-25T02:02:04.000000+0000,2022-12-25T09:35:04.000000+0000
2022-12-25,9.5,0.0,265.0,76.5,67.5,409.0,418.5,2022-12-26T01:02:32.000000+0000,2022-12-26T07:29:32.000000+0000
2022-12-26,16.0,0.0,167.0,110.5,71.0,348.5,364.5,2022-12-27T01:55:58.000000+0000,2022-12-27T07:58:28.000000+0000
2022-12-27,19.5,0.0,278.5,86.5,53.0,418.0,437.5,2022-12-28T01:52:03.000000+0000,2022-12-28T09:08:33.000000+0000
2022-12-28,1.5,0.0,240.0,64.5,43.0,347.5,349.0,2022-12-29T02:11:52.000000+0000,2022-12-29T07:50:22.000000+0000
2022-12-29,91.0,0.0,160.0,25.0,49.5,234.5,325.5,2022-12-30T02:35:36.000000+0000,2022-12-30T07:53:36.000000+0000
2022-12-30,27.0,0.0,381.5,103.5,70.5,555.5,582.5,2022-12-30T22:18:57.000000+0000,2022-12-31T07:48:27.000000+0000
2022-12-31,2.5,0.0,223.0,94.5,56.0,373.5,376.0,2023-01-01T02:12:22.000000+0000,2023-01-01T08:23:22.000000+0000
2023-01-01,6.0,0.0,178.5,67.5,85.5,331.5,337.5,2023-01-02T01:23:38.000000+0000,2023-01-02T06:41:08.000000+0000
2023-01-02,1.5,0.0,251.5,102.0,60.5,414.0,415.5,2023-01-03T01:05:44.000000+0000,2023-01-03T07:24:44.000000+0000
2023-01-03,4.0,0.0,279.5,100.5,41.0,421.0,425.0,2023-01-04T01:06:26.000000+0000,2023-01-04T08:03:26.000000+0000
2023-01-04,5.0,0.0,182.5,85.0,86.5,354.0,359.0,2023-01-05T01:36:34.000000+0000,2023-01-05T07:34:34.000000+0000
2023-01-05,0.5,0.0,315.0,112.0,46.0,473.0,946.5,2023-01-05T23:37:02.000000+0000,2023-01-06T06:59:32.000000+0000
2023-01-06,5.5,0.0,229.0,126.5,60.0,415.5,836.5,2023-01-07T01:04:22.000000+0000,2023-01-07T08:04:22.000000+0000
2023-01-07,8.0,0.0,204.0,86.0,62.0,352.0,712.0,2023-01-08T02:28:32.000000+0000,2023-01-08T08:26:32.000000+0000
2023-01-08,12.5,0.0,202.0,33.5,63.0,298.5,609.5,2023-01-09T00:28:28.000000+0000,2023-01-09T05:35:58.000000+0000
2023-01-09,9.0,0.0,217.0,99.5,75.5,392.0,793.0,2023-01-09T23:33:00.000000+0000,2023-01-10T06:10:00.000000+0000
2023-01-11,0.0,0.0,203.0,103.0,52.0,358.0,716.0,2023-01-12T00:13:38.000000+0000,2023-01-12T05:57:38.000000+0000
2023-01-12,5.0,0.0,210.5,72.0,72.0,354.5,714.0,2023-01-13T00:22:32.000000+0000,2023-01-13T06:14:32.000000+0000
2023-01-13,0.0,0.0,158.5,51.0,78.5,288.0,576.0,2023-01-14T01:23:01.000000+0000,2023-01-14T05:45:01.000000+0000
2023-01-14,1.5,0.0,266.0,111.0,66.5,443.5,888.5,2023-01-15T01:59:53.000000+0000,2023-01-15T09:21:53.000000+0000
2023-01-15,27.5,0.0,196.5,80.0,60.5,337.0,701.5,2023-01-15T23:37:17.000000+0000,2023-01-16T05:40:47.000000+0000
2023-01-16,5.5,0.0,248.5,94.0,39.5,382.0,769.5,2023-01-16T23:42:38.000000+0000,2023-01-17T06:07:38.000000+0000
2023-01-17,0.5,0.0,206.5,78.0,85.5,370.0,740.5,2023-01-17T23:53:58.000000+0000,2023-01-18T05:50:58.000000+0000
2023-01-18,13.0,0.0,183.5,79.5,53.0,316.0,645.0,2023-01-19T00:42:09.000000+0000,2023-01-19T06:10:09.000000+0000
2023-01-19,4.5,0.0,224.5,100.5,89.0,414.0,832.5,2023-01-20T00:15:15.000000+0000,2023-01-20T07:03:45.000000+0000
2023-01-20,1.0,0.0,256.0,149.5,77.0,482.5,966.0,2023-01-20T23:40:46.000000+0000,2023-01-21T07:35:16.000000+0000
2023-01-21,9.0,0.0,295.5,89.5,50.5,435.5,880.0,2023-01-22T02:05:01.000000+0000,2023-01-22T09:27:31.000000+0000
2023-01-22,8.5,0.0,184.5,63.0,54.5,302.0,612.5,2023-01-23T00:48:54.000000+0000,2023-01-23T05:54:54.000000+0000
2023-01-23,1.5,0.0,189.0,81.0,85.0,355.0,711.5,2023-01-24T00:10:40.000000+0000,2023-01-24T06:03:10.000000+0000
2023-01-24,1.0,0.0,230.0,115.5,63.5,409.0,819.0,2023-01-25T01:11:05.000000+0000,2023-01-25T07:59:05.000000+0000
2023-01-25,3.5,0.0,237.5,61.0,47.5,346.0,695.5,2023-01-26T02:11:32.000000+0000,2023-01-26T07:18:32.000000+0000
2023-01-26,32.0,0.0,241.5,0.5,8.0,250.0,532.0,2023-01-27T00:35:48.000000+0000,2023-01-27T05:08:48.000000+0000
2023-01-27,3.0,0.0,250.0,78.0,56.5,384.5,772.0,2023-01-28T02:32:50.000000+0000,2023-01-28T08:32:50.000000+0000
2023-01-28,13.5,0.0,375.0,123.0,56.5,554.5,1122.5,2023-01-28T23:51:01.000000+0000,2023-01-29T09:12:31.000000+0000
2023-01-29,19.0,0.0,228.0,43.5,44.0,315.5,650.0,2023-01-30T00:06:01.000000+0000,2023-01-30T05:34:31.000000+0000
2023-01-30,43.5,0.0,297.0,81.0,67.0,445.0,933.5,2023-01-30T23:43:11.000000+0000,2023-01-31T07:44:41.000000+0000
2023-01-31,6.0,0.0,206.0,56.0,56.5,318.5,643.0,2023-02-01T00:41:39.000000+0000,2023-02-01T06:03:09.000000+0000
2023-02-01,41.0,0.0,187.5,71.0,72.5,331.0,703.0,2023-02-02T00:04:32.000000+0000,2023-02-02T06:13:32.000000+0000
2023-02-02,11.5,0.0,275.0,99.5,53.5,428.0,867.5,2023-02-02T23:57:46.000000+0000,2023-02-03T07:16:16.000000+0000
2023-02-03,2.5,0.0,225.5,119.0,62.0,406.5,815.5,2023-02-03T21:27:27.000000+0000,2023-02-04T03:25:57.000000+0000
2023-02-05,24.0,0.0,201.0,113.5,77.5,392.0,808.0,2023-02-05T23:13:33.000000+0000,2023-02-06T06:08:03.000000+0000
2023-02-06,16.0,0.0,278.5,127.0,55.5,461.0,938.0,2023-02-06T21:37:02.000000+0000,2023-02-07T05:12:32.000000+0000
2023-02-07,11.5,0.0,174.5,124.0,59.5,358.0,727.5,2023-02-08T00:00:22.000000+0000,2023-02-08T06:05:52.000000+0000
2023-02-08,1.5,0.0,193.5,101.0,72.5,367.0,735.5,2023-02-09T00:21:14.000000+0000,2023-02-09T06:10:14.000000+0000
2023-02-09,1.5,0.0,148.5,79.5,68.0,296.0,593.5,2023-02-10T01:22:12.000000+0000,2023-02-10T05:31:12.000000+0000
2023-02-10,1.5,0.0,218.5,123.5,82.5,424.5,850.5,2023-02-11T00:17:02.000000+0000,2023-02-11T06:50:32.000000+0000
2023-02-11,19.0,0.0,303.0,99.5,44.5,447.0,913.0,2023-02-12T00:11:36.000000+0000,2023-02-12T07:55:36.000000+0000
2023-02-12,11.0,0.0,234.0,98.0,81.0,413.0,837.0,2023-02-12T22:56:36.000000+0000,2023-02-13T05:48:06.000000+0000
2023-02-14,1.5,0.0,253.5,101.5,56.5,411.5,824.5,2023-02-14T23:07:35.000000+0000,2023-02-15T05:23:05.000000+0000
2023-02-15,4.5,0.0,235.0,84.0,58.5,377.5,759.5,2023-02-15T23:46:47.000000+0000,2023-02-16T06:02:47.000000+0000
2023-02-16,6.0,0.0,273.5,127.5,76.0,477.0,960.0,2023-02-16T22:12:33.000000+0000,2023-02-17T06:07:33.000000+0000
2023-02-17,27.5,0.0,309.0,132.0,62.5,503.5,1034.5,2023-02-17T21:37:01.000000+0000,2023-02-18T06:09:01.000000+0000
2023-02-18,9.0,0.0,294.0,90.0,66.0,450.0,909.0,2023-02-18T22:35:48.000000+0000,2023-02-19T05:34:48.000000+0000
2023-02-19,4.0,0.0,255.5,109.5,74.5,439.5,883.0,2023-02-19T22:38:01.000000+0000,2023-02-20T05:31:31.000000+0000
2023-02-20,4.0,0.0,269.0,109.0,48.5,426.5,857.0,2023-02-20T22:56:35.000000+0000,2023-02-21T05:32:05.000000+0000
2023-02-21,12.5,0.0,290.0,100.5,50.5,441.0,894.5,2023-02-21T22:26:13.000000+0000,2023-02-22T05:58:13.000000+0000
2023-02-22,2.5,0.0,270.5,128.5,62.0,461.0,924.5,2023-02-22T22:17:02.000000+0000,2023-02-23T06:00:02.000000+0000
2023-02-23,22.0,0.0,298.0,114.5,42.0,454.5,931.0,2023-02-23T22:08:05.000000+0000,2023-02-24T06:03:35.000000+0000
2023-02-24,2.5,161.0,0.0,0.0,0.0,161.0,324.5,2023-02-25T03:18:01.000000+0000,2023-02-25T05:54:01.000000+0000
2023-02-25,3.5,0.0,206.5,101.5,46.5,354.5,712.5,2023-02-26T00:03:36.000000+0000,2023-02-26T06:00:36.000000+0000
2023-02-26,4.5,0.0,229.0,64.5,44.5,338.0,680.5,2023-02-27T00:17:44.000000+0000,2023-02-27T05:59:14.000000+0000
2023-02-28,2.5,0.0,266.0,109.5,69.5,445.0,892.5,2023-02-28T22:34:02.000000+0000,2023-03-01T06:00:02.000000+0000
2023-03-01,3.0,0.0,273.5,111.5,82.0,467.0,937.0,2023-03-01T22:21:01.000000+0000,2023-03-02T06:03:01.000000+0000
2023-03-02,7.5,0.0,212.0,124.5,71.0,407.5,822.5,2023-03-02T23:14:55.000000+0000,2023-03-03T06:08:25.000000+0000
2023-03-03,45.0,0.0,235.0,97.5,70.0,402.5,850.0,2023-03-03T22:31:39.000000+0000,2023-03-04T05:38:09.000000+0000
