sleep_day,awake_duration_mins,asleep_unspecified_duration_mins,asleep_core_duration_mins,asleep_rem_duration_mins,asleep_deep_duration_mins,total_sleep_duration_mins,total_time_in_bed_mins,sleep_period_start,sleep_period_end
2024-10-17,8.5,0.0,274.5,107.0,79.0,460.5,469.0,2024-10-17T21:24:39.000000+0000,2024-10-18T19:52:34.000000+0000
2024-10-18,74.0,95.5,311.5,138.5,85.0,630.5,704.5,2024-10-18T20:07:34.000000+0000,2024-10-19T08:00:39.000000+0000
2024-10-19,24.5,140.0,209.5,89.5,63.5,502.5,527.0,2024-10-19T22:55:29.000000+0000,2024-10-20T07:45:55.000000+0000
2024-10-20,6.5,0.0,257.5,81.5,43.0,382.0,388.5,2024-10-20T22:23:04.000000+0000,2024-10-21T04:50:34.000000+0000
2024-10-23,8.0,0.0,243.0,88.5,60.0,391.5,399.5,2024-10-23T22:21:24.000000+0000,2024-10-24T04:52:24.000000+0000
2024-10-24,13.0,117.5,224.0,126.0,80.0,547.5,560.5,2024-10-24T21:09:23.000000+0000,2024-10-25T06:18:35.000000+0000
2024-10-25,25.0,103.0,173.5,38.0,73.0,387.5,412.5,2024-10-25T23:38:06.000000+0000,2024-10-26T06:36:41.000000+0000
2024-10-27,22.5,0.0,251.0,116.0,62.5,429.5,452.0,2024-10-27T21:58:25.000000+0000,2024-10-28T04:55:55.000000+0000
2024-10-28,5.0,0.0,273.5,97.0,55.5,426.0,431.0,2024-10-28T22:32:19.000000+0000,2024-10-29T05:26:19.000000+0000
2024-10-29,7.0,0.0,177.0,80.0,87.0,344.0,351.0,2024-10-29T23:39:30.000000+0000,2024-10-30T05:25:30.000000+0000
2024-10-30,15.5,134.0,277.0,30.0,55.5,496.5,512.0,2024-10-31T00:59:43.000000+0000,2024-10-31T08:17:52.000000+0000
2024-11-02,12.5,103.5,0.0,0.0,0.0,103.5,116.0,2024-11-03T05:03:14.000000+0000,2024-11-03T06:57:14.000000+0000
2024-11-03,4.0,0.0,311.5,150.5,57.0,519.0,523.0,2024-11-03T22:56:58.000000+0000,2024-11-04T07:38:28.000000+0000
2024-11-04,3.0,63.5,147.5,62.5,72.0,345.5,348.5,2024-11-05T01:45:15.000000+0000,2024-11-05T06:44:14.000000+0000
2024-11-05,0.0,0.0,200.0,41.0,43.0,284.0,284.0,2024-11-06T01:46:27.000000+0000,2024-11-06T05:41:27.000000+0000
2024-11-06,1.0,0.0,284.5,124.5,66.0,475.0,476.0,2024-11-06T23:38:56.000000+0000,2024-11-07T07:09:26.000000+0000
2024-11-08,55.0,287.0,0.0,0.0,0.0,287.0,342.0,2024-11-09T06:39:25.000000+0000,2024-11-09T17:31:09.000000+0000
2024-11-09,5.0,0.0,183.5,88.5,54.0,326.0,331.0,2024-11-09T23:57:22.000000+0000,2024-11-10T04:43:52.000000+0000
2024-11-10,23.0,0.0,266.5,71.0,66.5,404.0,427.0,2024-11-11T00:17:47.000000+0000,2024-11-11T19:59:03.000000+0000
2024-11-11,199.5,0.0,301.5,92.5,39.5,433.5,633.0,2024-11-11T20:02:33.000000+0000,2024-11-12T05:49:03.000000+0000
2024-11-12,4.0,0.0,219.0,93.5,70.5,383.0,387.0,2024-11-12T23:02:53.000000+0000,2024-11-13T05:14:53.000000+0000
2024-11-13,14.5,65.0,255.0,143.0,42.5,505.5,520.0,2024-11-13T23:03:29.000000+0000,2024-11-14T07:42:38.000000+0000
2024-11-14,14.0,231.0,243.0,100.5,53.0,627.5,641.5,2024-11-14T23:16:08.000000+0000,2024-11-15T17:29:46.000000+0000
2024-11-15,4.5,122.5,239.0,88.5,47.0,497.0,501.5,2024-11-15T23:34:35.000000+0000,2024-11-16T06:01:57.000000+0000
2024-11-16,19.0,0.0,318.5,91.5,86.0,496.0,515.0,2024-11-17T00:26:11.000000+0000,2024-11-17T09:04:13.000000+0000
2024-11-17,7.5,0.0,322.5,76.0,40.0,438.5,446.0,2024-11-17T23:30:53.000000+0000,2024-11-18T06:55:53.000000+0000
2024-11-18,6.0,0.0,232.0,106.5,56.5,395.0,401.0,2024-11-18T22:58:13.000000+0000,2024-11-19T05:33:13.000000+0000
2024-11-19,11.0,0.0,263.5,122.5,62.5,448.5,459.5,2024-11-19T22:09:19.000000+0000,2024-11-20T05:44:49.000000+0000
2024-11-20,6.5,103.5,250.0,119.0,70.5,543.0,549.5,2024-11-20T22:22:52.000000+0000,2024-11-21T07:20:26.000000+0000
2024-11-21,11.0,68.5,261.5,121.0,109.5,560.5,571.5,2024-11-21T21:57:44.000000+0000,2024-11-22T07:29:39.000000+0000
2024-11-22,1.0,0.0,310.5,130.0,57.5,498.0,499.0,2024-11-23T00:05:57.000000+0000,2024-11-23T08:21:27.000000+0000
2024-11-23,33.0,156.0,246.0,72.0,61.5,535.5,568.5,2024-11-23T23:17:15.000000+0000,2024-11-24T08:52:11.000000+0000
2024-11-24,5.0,0.0,303.0,106.0,66.0,475.0,480.0,2024-11-24T22:48:05.000000+0000,2024-11-25T06:45:35.000000+0000
2024-11-27,1.5,0.0,147.5,59.0,92.0,298.5,300.0,2024-11-27T23:44:56.000000+0000,2024-11-28T19:45:54.000000+0000
2024-11-28,267.0,0.0,266.5,104.0,33.0,403.5,670.5,2024-11-28T20:14:24.000000+0000,2024-11-29T07:10:54.000000+0000
2024-11-29,7.5,135.5,280.5,113.0,55.5,584.5,592.0,2024-11-29T21:58:37.000000+0000,2024-11-30T07:00:19.000000+0000
2024-11-30,62.0,0.0,355.0,101.0,56.0,512.0,574.0,2024-11-30T22:27:40.000000+0000,2024-12-01T07:51:40.000000+0000
2024-12-02,9.5,0.0,269.0,124.5,63.0,456.5,466.0,2024-12-02T21:45:31.000000+0000,2024-12-03T05:14:31.000000+0000
2024-12-06,7.0,85.0,234.0,96.5,71.0,486.5,493.5,2024-12-06T23:14:30.000000+0000,2024-12-07T14:44:10.000000+0000
2024-12-07,7.5,0.0,305.0,153.0,120.5,578.5,586.0,2024-12-07T23:33:09.000000+0000,2024-12-08T09:20:37.000000+0000
2024-12-08,7.0,81.5,297.0,108.5,75.0,562.0,569.0,2024-12-08T23:28:03.000000+0000,2024-12-09T07:49:59.000000+0000
2024-12-09,15.0,0.0,246.0,58.5,52.0,356.5,371.5,2024-12-09T23:38:01.000000+0000,2024-12-10T05:45:01.000000+0000
2024-12-10,5.5,0.0,233.5,89.5,75.0,398.0,403.5,2024-12-10T23:25:17.000000+0000,2024-12-11T06:06:17.000000+0000
2024-12-12,10.5,65.0,139.0,39.0,74.0,317.0,327.5,2024-12-13T01:29:57.000000+0000,2024-12-13T07:03:24.000000+0000
2024-12-13,1.5,0.0,222.5,93.0,61.5,377.0,378.5,2024-12-13T22:59:28.000000+0000,2024-12-14T05:10:58.000000+0000
2024-12-14,21.5,159.0,205.5,108.0,63.5,536.0,557.5,2024-12-14T23:00:19.000000+0000,2024-12-15T08:25:22.000000+0000
2024-12-15,115.5,0.0,267.0,81.0,56.0,404.0,519.5,2024-12-15T23:17:47.000000+0000,2024-12-16T07:54:17.000000+0000
2024-12-16,4.0,0.0,250.5,71.5,62.5,384.5,388.5,2024-12-16T23:31:24.000000+0000,2024-12-17T05:06:24.000000+0000
2024-12-17,9.5,0.0,280.0,91.0,42.5,413.5,423.0,2024-12-17T23:15:03.000000+0000,2024-12-18T06:14:33.000000+0000
2024-12-18,2.5,60.0,0.0,0.0,0.0,60.0,62.5,2024-12-18T22:42:57.000000+0000,2024-12-18T22:55:57.000000+0000
2024-12-19,6.0,147.5,190.5,95.0,67.0,500.0,506.0,2024-12-19T23:43:42.000000+0000,2024-12-20T08:14:06.000000+0000
2024-12-20,4.5,0.0,299.0,127.0,103.5,529.5,534.0,2024-12-20T23:37:28.000000+0000,2024-12-21T08:10:54.000000+0000
2024-12-22,3.0,121.0,221.0,77.5,54.5,474.0,477.0,2024-12-23T01:07:09.000000+0000,2024-12-23T07:08:22.000000+0000
2024-12-23,0.0,0.0,246.5,93.5,59.5,399.5,399.5,2024-12-24T02:37:07.000000+0000,2024-12-24T08:44:07.000000+0000
2024-12-24,26.0,0.0,414.0,102.0,63.5,579.5,605.5,2024-12-25T00:21:47.000000+0000,2024-12-25T10:26:17.000000+0000
2024-12-25,64.5,0.0,309.0,97.0,94.5,500.5,565.0,2024-12-26T02:41:57.000000+0000,2024-12-26T12:03:49.000000+0000
2024-12-26,17.0,0.0,306.0,96.5,102.0,504.5,521.5,2024-12-27T00:44:22.000000+0000,2024-12-27T09:25:49.000000+0000
2024-12-27,6.0,0.0,386.0,158.0,90.0,634.0,640.0,2024-12-27T23:07:37.000000+0000,2024-12-28T09:08:37.000000+0000
2024-12-29,25.0,0.0,413.5,130.0,59.0,602.5,627.5,2024-12-30T00:24:51.000000+0000,2024-12-30T10:48:51.000000+0000
2024-12-31,9.0,0.0,342.5,103.0,113.0,558.5,567.5,2025-01-01T01:03:12.000000+0000,2025-01-01T10:33:10.000000+0000
2025-01-01,24.5,176.0,168.5,65.5,75.0,485.0,509.5,2025-01-02T02:32:05.000000+0000,2025-01-02T10:58:23.000000+0000
2025-01-02,79.0,104.0,225.0,68.5,45.5,443.0,522.0,2025-01-03T02:08:53.000000+0000,2025-01-03T10:43:31.000000+0000
2025-01-05,7.0,0.0,153.0,65.5,58.0,276.5,283.5,2025-01-06T01:30:41.000000+0000,2025-01-06T06:12:11.000000+0000
2025-01-07,2.5,0.0,215.5,53.5,76.5,345.5,348.0,2025-01-07T23:42:17.000000+0000,2025-01-08T05:24:17.000000+0000
2025-01-08,15.0,126.0,224.0,88.5,57.5,496.0,511.0,2025-01-08T23:21:28.000000+0000,2025-01-09T07:59:02.000000+0000
2025-01-09,6.0,133.0,208.5,71.5,59.5,472.5,478.5,2025-01-09T23:45:50.000000+0000,2025-01-10T07:06:10.000000+0000
2025-01-10,6.0,151.5,225.5,66.0,29.5,472.5,478.5,2025-01-11T00:26:01.000000+0000,2025-01-11T06:02:50.000000+0000
2025-01-11,83.0,0.0,294.0,115.0,93.5,502.5,585.5,2025-01-11T23:55:07.000000+0000,2025-01-12T09:37:48.000000+0000
2025-01-12,11.5,0.0,231.0,51.0,35.0,317.0,328.5,2025-01-13T00:06:11.000000+0000,2025-01-13T05:32:41.000000+0000
2025-01-13,1.0,0.0,253.5,112.5,87.0,453.0,454.0,2025-01-13T23:40:57.000000+0000,2025-01-14T06:44:27.000000+0000
2025-01-14,101.0,0.0,181.0,49.5,50.0,280.5,381.5,2025-01-14T23:08:25.000000+0000,2025-01-15T05:28:55.000000+0000
2025-01-15,23.0,136.0,208.5,102.0,84.0,530.5,553.5,2025-01-15T22:45:38.000000+0000,2025-01-16T07:56:14.000000+0000
2025-01-16,75.0,0.0,281.5,112.5,65.5,459.5,534.5,2025-01-16T23:10:09.000000+0000,2025-01-17T08:02:39.000000+0000
2025-01-17,13.5,61.0,218.5,74.0,47.0,400.5,414.0,2025-01-17T23:46:23.000000+0000,2025-01-18T06:43:32.000000+0000
2025-01-18,8.5,0.0,399.0,119.0,97.0,615.0,623.5,2025-01-18T23:08:58.000000+0000,2025-01-19T08:46:23.000000+0000
2025-01-20,6.5,94.0,235.5,82.5,36.0,448.0,454.5,2025-01-21T00:00:46.000000+0000,2025-01-21T07:28:25.000000+0000
2025-01-21,0.0,0.0,190.5,96.0,78.0,364.5,364.5,2025-01-21T23:23:26.000000+0000,2025-01-22T05:09:26.000000+0000
2025-01-22,7.5,0.0,313.0,105.0,69.0,487.0,494.5,2025-01-22T23:11:46.000000+0000,2025-01-23T07:14:46.000000+0000
2025-01-23,17.5,0.0,192.0,72.5,63.5,328.0,345.5,2025-01-23T23:44:22.000000+0000,2025-01-24T05:27:22.000000+0000
2025-01-24,15.0,0.0,233.0,140.5,53.5,427.0,442.0,2025-01-24T22:56:47.000000+0000,2025-01-25T06:15:47.000000+0000
2025-01-25,10.0,89.0,218.5,79.0,67.0,453.5,463.5,2025-01-25T23:25:26.000000+0000,2025-01-26T05:46:06.000000+0000
2025-01-26,10.0,136.5,174.0,77.5,58.0,446.0,456.0,2025-01-27T00:15:29.000000+0000,2025-01-27T07:58:21.000000+0000
2025-01-27,15.5,0.0,269.0,122.5,63.0,454.5,470.0,2025-01-27T22:59:46.000000+0000,2025-01-28T06:35:16.000000+0000
2025-01-28,2.0,0.0,210.0,100.0,59.0,369.0,371.0,2025-01-28T23:18:30.000000+0000,2025-01-29T05:29:00.000000+0000
2025-01-29,3.0,0.0,260.0,99.0,49.5,408.5,411.5,2025-01-29T22:38:04.000000+0000,2025-01-30T05:17:04.000000+0000
2025-01-30,12.0,91.0,179.0,96.0,69.0,435.0,447.0,2025-01-30T23:36:42.000000+0000,2025-01-31T07:05:42.000000+0000
2025-01-31,2.5,0.0,208.0,90.5,74.5,373.0,375.5,2025-02-01T02:22:48.000000+0000,2025-02-01T08:35:48.000000+0000
2025-02-01,12.0,145.5,183.0,70.0,81.0,479.5,491.5,2025-02-02T00:41:05.000000+0000,2025-02-02T08:52:16.000000+0000
2025-02-02,0.5,0.0,205.0,66.0,63.0,334.0,334.5,2025-02-03T00:16:49.000000+0000,2025-02-03T05:02:19.000000+0000
2025-02-03,13.5,0.0,267.0,94.0,63.5,424.5,438.0,2025-02-03T22:43:07.000000+0000,2025-02-04T06:00:07.000000+0000
2025-02-04,0.5,0.0,148.0,57.0,65.5,270.5,271.0,2025-02-04T23:32:25.000000+0000,2025-02-05T04:02:55.000000+0000
2025-02-05,20.5,124.0,297.0,100.5,24.0,545.5,566.0,2025-02-05T22:28:59.000000+0000,2025-02-06T07:55:36.000000+0000
2025-02-07,7.0,0.0,282.5,97.5,50.0,430.0,437.0,2025-02-07T22:24:54.000000+0000,2025-02-08T05:34:24.000000+0000
2025-02-09,25.0,0.0,284.0,86.0,74.5,444.5,469.5,2025-02-09T21:40:27.000000+0000,2025-02-10T04:45:27.000000+0000
2025-02-10,19.5,0.0,230.0,87.5,77.5,395.0,414.5,2025-02-10T22:56:13.000000+0000,2025-02-11T05:41:13.000000+0000
2025-02-11,42.0,0.0,251.0,83.5,68.5,403.0,445.0,2025-02-11T22:35:06.000000+0000,2025-02-12T05:56:06.000000+0000
2025-02-13,202.0,0.0,134.5,45.0,38.0,217.5,419.5,2025-02-13T22:30:16.000000+0000,2025-02-14T04:54:46.000000+0000
2025-02-14,1.0,0.0,176.5,72.5,56.0,305.0,306.0,2025-02-14T21:22:17.000000+0000,2025-02-15T02:15:47.000000+0000
2025-02-15,40.5,63.0,228.0,90.0,54.0,435.0,475.5,2025-02-16T00:26:34.000000+0000,2025-02-16T08:28:55.000000+0000
2025-02-16,13.0,0.0,292.0,126.0,83.5,501.5,514.5,2025-02-16T22:49:12.000000+0000,2025-02-17T07:08:12.000000+0000
2025-02-17,11.5,63.5,320.0,148.5,50.0,582.0,593.5,2025-02-17T22:05:59.000000+0000,2025-02-18T07:58:02.000000+0000
2025-02-18,10.5,0.0,241.0,85.5,64.0,390.5,401.0,2025-02-19T00:08:11.000000+0000,2025-02-19T06:47:11.000000+0000
2025-02-20,3.5,0.0,203.5,92.0,72.0,367.5,371.0,2025-02-21T00:38:33.000000+0000,2025-02-21T06:48:03.000000+0000
2025-02-22,11.5,0.0,284.5,76.5,69.5,430.5,442.0,2025-02-23T00:04:15.000000+0000,2025-02-23T07:18:45.000000+0000
2025-02-26,62.0,0.0,291.5,100.0,27.5,419.0,481.0,2025-02-26T23:09:09.000000+0000,2025-02-27T07:09:09.000000+0000
2025-02-27,75.5,118.0,294.5,79.5,43.5,535.5,611.0,2025-02-27T21:25:40.000000+0000,2025-02-28T07:38:38.000000+0000
2025-02-28,118.5,0.0,257.5,105.0,73.0,435.5,554.0,2025-02-28T21:20:55.000000+0000,2025-03-01T05:51:55.000000+0000
2025-03-01,60.5,0.0,277.5,92.0,46.0,415.5,476.0,2025-03-02T01:08:16.000000+0000,2025-03-02T09:02:46.000000+0000
2025-03-02,24.5,76.0,0.0,0.0,0.0,76.0,100.5,2025-03-03T18:12:48.000000+0000,2025-03-03T19:47:18.000000+0000
2025-03-04,11.5,0.0,293.5,90.0,57.5,441.0,452.5,2025-03-04T22:54:05.000000+0000,2025-03-05T06:24:35.000000+0000
2025-03-05,53.0,72.5,290.5,106.5,50.0,519.5,572.5,2025-03-05T21:30:51.000000+0000,2025-03-06T07:05:30.000000+0000
2025-03-06,2.0,0.0,237.5,100.0,69.0,406.5,408.5,2025-03-06T23:32:26.000000+0000,2025-03-07T06:08:26.000000+0000
2025-03-07,3.0,0.0,295.5,103.5,57.5,456.5,459.5,2025-03-07T22:20:16.000000+0000,2025-03-08T05:54:46.000000+0000
2025-03-08,27.5,124.5,160.0,89.0,75.0,448.5,476.0,2025-03-09T00:02:46.000000+0000,2025-03-09T07:53:46.000000+0000
2025-03-09,10.5,97.0,163.5,69.0,45.0,374.5,385.0,2025-03-10T00:57:29.000000+0000,2025-03-10T07:22:18.000000+0000
2025-03-11,20.0,69.0,158.5,116.5,78.5,422.5,442.5,2025-03-12T00:54:49.000000+0000,2025-03-12T08:20:01.000000+0000
2025-03-12,2.5,0.0,238.5,70.5,61.0,370.0,372.5,2025-03-13T01:21:30.000000+0000,2025-03-13T07:29:00.000000+0000
2025-03-15,12.0,85.0,199.5,91.5,95.5,471.5,483.5,2025-03-15T23:02:52.000000+0000,2025-03-16T07:01:36.000000+0000
2025-03-18,8.0,0.0,348.5,105.5,54.0,508.0,516.0,2025-03-18T22:21:55.000000+0000,2025-03-19T06:54:55.000000+0000
2025-03-19,33.5,73.5,253.0,92.5,64.5,483.5,517.0,2025-03-19T22:32:09.000000+0000,2025-03-20T07:42:36.000000+0000
2025-03-20,10.5,0.0,221.5,58.0,93.0,372.5,383.0,2025-03-20T23:07:35.000000+0000,2025-03-21T05:30:05.000000+0000
2025-03-21,9.5,81.5,255.5,110.0,51.5,498.5,508.0,2025-03-21T22:29:49.000000+0000,2025-03-22T07:01:06.000000+0000
2025-03-22,6.0,0.0,281.5,105.0,41.0,427.5,433.5,2025-03-22T23:36:28.000000+0000,2025-03-23T06:49:28.000000+0000
2025-03-23,1.0,0.0,169.0,74.0,85.5,328.5,329.5,2025-03-24T00:01:01.000000+0000,2025-03-24T04:54:01.000000+0000
2025-03-24,1.5,0.0,202.0,80.0,67.5,349.5,351.0,2025-03-25T00:33:00.000000+0000,2025-03-25T06:16:30.000000+0000
2025-03-25,5.0,0.0,152.0,43.0,73.0,268.0,273.0,2025-03-26T02:16:48.000000+0000,2025-03-26T06:47:48.000000+0000
2025-03-26,16.0,176.5,259.5,111.5,68.5,616.0,632.0,2025-03-26T21:29:27.000000+0000,2025-03-27T08:05:15.000000+0000
2025-03-27,84.0,0.0,216.0,81.0,47.5,344.5,428.5,2025-03-27T22:39:48.000000+0000,2025-03-28T05:43:48.000000+0000
2025-03-28,4.5,0.0,363.0,145.0,56.0,564.0,568.5,2025-03-28T20:08:27.000000+0000,2025-03-29T05:31:27.000000+0000
2025-03-29,107.5,108.5,242.5,96.5,58.5,506.0,613.5,2025-03-29T22:47:10.000000+0000,2025-03-30T09:05:32.000000+0000
2025-03-30,24.5,0.0,274.0,81.0,71.0,426.0,450.5,2025-03-30T21:57:38.000000+0000,2025-03-31T05:26:08.000000+0000
2025-03-31,2.0,0.0,265.0,107.0,69.5,441.5,443.5,2025-03-31T22:03:16.000000+0000,2025-04-01T05:09:16.000000+0000
2025-04-02,56.0,0.0,371.5,115.5,26.0,513.0,569.0,2025-04-02T20:21:11.000000+0000,2025-04-03T05:23:11.000000+0000
2025-04-03,10.0,0.0,311.5,102.5,46.5,460.5,470.5,2025-04-03T21:59:13.000000+0000,2025-04-04T05:42:43.000000+0000
2025-04-04,240.0,0.0,277.0,103.5,57.5,438.0,678.0,2025-04-04T20:21:34.000000+0000,2025-04-05T07:18:34.000000+0000
2025-04-05,144.5,65.5,292.0,96.5,59.0,513.0,657.5,2025-04-05T21:03:09.000000+0000,2025-04-06T08:01:54.000000+0000
2025-04-06,13.5,0.0,237.0,56.5,46.0,339.5,353.0,2025-04-06T22:18:22.000000+0000,2025-04-07T04:10:22.000000+0000
2025-04-07,12.0,0.0,283.5,115.5,56.0,455.0,467.0,2025-04-07T22:23:07.000000+0000,2025-04-08T06:09:37.000000+0000
2025-04-08,9.0,0.0,341.5,68.5,88.0,498.0,507.0,2025-04-08T21:44:59.000000+0000,2025-04-09T05:30:25.000000+0000
2025-04-10,19.5,0.0,317.5,91.5,57.5,466.5,486.0,2025-04-10T20:40:21.000000+0000,2025-04-11T04:42:21.000000+0000
2025-04-11,35.5,62.5,295.5,104.0,63.0,525.0,560.5,2025-04-11T21:34:30.000000+0000,2025-04-12T07:00:47.000000+0000
2025-04-12,75.0,0.0,345.5,140.0,44.0,529.5,604.5,2025-04-12T21:04:12.000000+0000,2025-04-13T07:05:12.000000+0000
2025-04-13,98.5,0.0,325.5,104.0,28.0,457.5,556.0,2025-04-13T20:43:51.000000+0000,2025-04-14T05:24:21.000000+0000
2025-04-14,10.5,0.0,231.0,81.0,62.5,374.5,385.0,2025-04-14T23:26:42.000000+0000,2025-04-15T05:36:12.000000+0000
2025-04-15,20.5,0.0,254.5,115.5,68.0,438.0,458.5,2025-04-15T22:11:28.000000+0000,2025-04-16T05:49:28.000000+0000
2025-04-16,13.0,0.0,299.5,122.0,69.5,491.0,504.0,2025-04-16T21:50:33.000000+0000,2025-04-17T06:14:03.000000+0000
2025-04-18,55.5,128.5,335.5,117.0,41.0,622.0,677.5,2025-04-18T20:59:46.000000+0000,2025-04-19T08:17:29.000000+0000
2025-04-19,8.0,0.0,358.5,95.0,49.0,502.5,510.5,2025-04-19T21:19:27.000000+0000,2025-04-20T05:39:27.000000+0000
2025-04-20,9.0,0.0,308.5,81.0,42.5,432.0,441.0,2025-04-20T22:44:59.000000+0000,2025-04-21T06:01:29.000000+0000
2025-04-21,19.0,0.0,199.0,71.0,61.5,331.5,350.5,2025-04-21T22:42:24.000000+0000,2025-04-22T04:30:54.000000+0000
2025-04-22,13.5,0.0,212.5,66.5,49.5,328.5,342.0,2025-04-22T22:43:07.000000+0000,2025-04-23T04:20:37.000000+0000
2025-04-23,21.5,0.0,234.5,91.5,70.5,396.5,418.0,2025-04-23T23:10:38.000000+0000,2025-04-24T06:06:38.000000+0000
2025-04-24,8.0,0.0,262.5,78.0,55.5,396.0,404.0,2025-04-24T23:31:54.000000+0000,2025-04-25T06:15:24.000000+0000
2025-04-25,3.5,0.0,134.0,33.0,68.5,235.5,239.0,2025-04-26T01:28:47.000000+0000,2025-04-26T05:26:47.000000+0000
2025-04-26,52.0,73.0,292.5,89.0,29.0,483.5,535.5,2025-04-26T22:18:36.000000+0000,2025-04-27T07:03:59.000000+0000
2025-04-27,9.5,0.0,207.5,52.0,43.5,303.0,312.5,2025-04-27T23:49:32.000000+0000,2025-04-28T04:59:02.000000+0000
2025-04-28,14.5,0.0,310.5,97.5,70.0,478.0,492.5,2025-04-28T21:38:04.000000+0000,2025-04-29T05:39:34.000000+0000
2025-04-29,8.5,0.0,257.5,82.5,37.0,377.0,385.5,2025-04-29T22:35:40.000000+0000,2025-04-30T04:29:10.000000+0000
2025-04-30,4.0,0.0,211.0,77.5,61.0,349.5,353.5,2025-04-30T20:19:18.000000+0000,2025-05-01T02:04:18.000000+0000
2025-05-01,5.5,0.0,312.5,133.0,59.5,505.0,510.5,2025-05-01T21:07:59.000000+0000,2025-05-02T05:35:29.000000+0000
2025-05-02,27.5,73.0,251.5,123.0,73.0,520.5,548.0,2025-05-02T22:15:04.000000+0000,2025-05-03T07:56:38.000000+0000
2025-05-03,9.5,62.0,239.5,87.5,67.0,456.0,465.5,2025-05-04T00:09:10.000000+0000,2025-05-04T07:53:24.000000+0000
2025-05-04,66.0,65.0,256.0,30.5,41.5,393.0,459.0,2025-05-04T23:28:01.000000+0000,2025-05-05T07:12:53.000000+0000
2025-05-05,50.0,0.0,274.0,82.5,88.5,445.0,495.0,2025-05-05T21:07:03.000000+0000,2025-05-06T05:21:03.000000+0000
2025-05-06,16.0,0.0,314.5,107.5,37.0,459.0,475.0,2025-05-06T21:54:43.000000+0000,2025-05-07T05:48:13.000000+0000
2025-05-07,7.0,0.0,246.0,96.5,39.0,381.5,388.5,2025-05-07T23:21:05.000000+0000,2025-05-08T05:04:35.000000+0000
